ID,town,country,age,job,married,education,arrears,current_balance,housing,has_tv_package,last_contact,conn_tr,last_contact_this_campaign_day,last_contact_this_campaign_month,this_campaign,days_since_last_contact_previous_campaign,contacted_during_previous_campaign,outcome_previous_campaign,new_contract_this_campaign
67785865,Bristol,UK,73,retired,married,tertiary,no,18.43,no,no,cellular,2,11,sep,2,-1,0,unknown,yes
73535160,Stoke-on-Trent,UK,33,management,single,unknown,no,15.34,yes,no,cellular,1,11,jul,2,-1,0,unknown,yes
33997954,Doncaster,UK,39,admin.,married,secondary,no,2.24,no,no,unknown,4,18,jun,2,-1,0,unknown,no
43587071,Milton Keynes,UK,52,blue-collar,married,secondary,no,-0.17,yes,no,unknown,2,8,may,3,-1,0,unknown,no
88001151,St Albans,UK,43,unemployed,married,unknown,no,9.7,yes,no,telephone,4,1,sep,13,288,11,failure,no
15144996,Hastings,UK,59,retired,married,secondary,no,1.36,no,no,cellular,4,6,aug,4,-1,0,unknown,no
47216311,Grimsby,UK,32,technician,married,secondary,no,-3,no,no,cellular,4,28,aug,9,-1,0,unknown,no
93308020,Preston,UK,34,management,single,tertiary,no,-1.84,yes,yes,cellular,4,15,may,3,352,1,other,no
49013472,London,UK,57,services,single,secondary,no,22.36,yes,no,unknown,2,14,may,2,-1,0,unknown,no
81306221,County Down,UK,57,technician,married,secondary,no,0,yes,yes,unknown,4,30,may,2,-1,0,unknown,no
64387394,High Wycombe,UK,60,blue-collar,married,secondary,no,0,no,yes,unknown,2,5,jun,1,-1,0,unknown,no
20685651,Sutton Coldfield,UK,42,blue-collar,married,secondary,no,0.3,no,no,unknown,3,8,may,2,-1,0,unknown,no
90184953,Solihull,UK,32,management,married,tertiary,no,60.59,yes,no,cellular,4,20,nov,2,-1,0,unknown,no
35803677,Worthing,UK,37,admin.,married,tertiary,no,0,yes,no,cellular,2,21,jul,1,-1,0,unknown,no
95559692,Cheltenham,UK,53,blue-collar,married,secondary,no,61.12,no,no,cellular,4,3,feb,1,-1,0,unknown,yes
24394167,Oldham,UK,49,services,married,secondary,no,31.69,no,no,unknown,1,9,jun,1,-1,0,unknown,no
34706646,Bristol,UK,27,blue-collar,married,secondary,no,6.13,yes,no,unknown,4,19,may,3,-1,0,unknown,no
89699282,Southampton,UK,42,blue-collar,single,primary,no,-3.76,yes,no,cellular,3,18,may,1,-1,0,unknown,no
91970760,County Down,UK,40,technician,single,secondary,no,1.59,yes,no,unknown,5,18,nov,1,-1,0,unknown,no
35292366,Worthing,UK,33,technician,single,tertiary,no,1.96,yes,no,cellular,1,12,may,5,-1,0,unknown,no
53244055,London,UK,27,management,single,tertiary,no,1.07,no,no,cellular,3,18,oct,3,-1,0,unknown,yes
53354780,Halifax,UK,73,retired,married,unknown,no,7.39,no,no,cellular,1,11,sep,1,-1,0,unknown,yes
42893801,London,UK,45,blue-collar,married,unknown,no,8.5,no,no,cellular,5,19,aug,2,-1,0,unknown,no
61637984,Peterborough,UK,31,admin.,single,tertiary,no,0.52,yes,no,cellular,4,14,oct,1,-1,0,unknown,no
78265723,Wakefield,UK,36,technician,married,primary,no,0,no,no,unknown,1,4,jul,1,-1,0,unknown,yes
60973215,Liverpool,UK,29,management,married,tertiary,no,2.66,yes,no,cellular,5,29,jan,2,-1,0,unknown,no
48039104,Basildon,UK,47,technician,married,secondary,no,0,no,no,telephone,3,14,jul,2,-1,0,unknown,no
37101921,Raleigh,UK,46,blue-collar,divorced,secondary,no,10.74,yes,no,cellular,1,14,may,2,-1,0,unknown,no
62146512,Glasgow,UK,52,management,married,tertiary,no,5.47,no,no,cellular,2,5,aug,2,-1,0,unknown,no
66933510,Bristol,UK,36,technician,single,tertiary,no,0.97,no,no,cellular,4,28,aug,17,-1,0,unknown,no
31240091,Birmingham,UK,30,management,married,tertiary,no,0.24,yes,no,cellular,5,29,jan,2,-1,0,unknown,no
85007321,Liverpool,UK,49,retired,divorced,primary,no,1.5,no,no,unknown,4,17,jun,1,-1,0,unknown,no
83208155,Edinburgh,UK,34,technician,married,secondary,no,6.72,no,no,cellular,5,23,jul,3,-1,0,unknown,no
14161992,Manchester,UK,35,technician,single,secondary,no,15.01,yes,no,cellular,2,15,may,1,357,1,other,no
16598926,Bristol,UK,58,retired,married,secondary,no,83.32,no,no,cellular,3,13,aug,4,-1,0,unknown,no
24944375,Lincoln,UK,55,technician,single,secondary,no,11.99,no,yes,telephone,4,11,aug,1,99,10,failure,no
74926046,Norwich,UK,50,admin.,married,secondary,no,7.36,yes,no,unknown,4,14,may,1,-1,0,unknown,no
41417593,Chelmsford,UK,50,entrepreneur,married,secondary,no,6.65,no,no,telephone,5,17,nov,1,-1,0,unknown,no
91327651,Colchester,UK,54,blue-collar,married,primary,no,9.5,yes,no,unknown,3,15,may,2,-1,0,unknown,no
99470115,Swindon,UK,31,admin.,married,secondary,no,3.37,no,no,unknown,2,12,may,1,-1,0,unknown,no
19268054,Hastings,UK,32,services,married,secondary,no,9.83,yes,no,cellular,4,10,jul,1,-1,0,unknown,no
60232639,Weston-super-Mare,UK,42,blue-collar,married,secondary,no,21.52,yes,no,cellular,3,5,may,2,169,1,failure,no
47967040,Leeds,UK,31,management,single,tertiary,no,0.86,no,no,cellular,5,29,jan,1,170,4,failure,no
69248893,Rotherham,UK,43,blue-collar,married,secondary,no,5.97,yes,no,cellular,3,2,feb,1,263,1,failure,no
76562983,Worcester,UK,44,services,married,secondary,no,0.26,yes,no,unknown,3,2,jun,9,-1,0,unknown,no
14281455,Nuneaton,UK,29,management,single,tertiary,no,2.65,no,no,cellular,4,22,may,1,-1,0,unknown,yes
75107253,Derby,UK,36,blue-collar,single,secondary,no,0,no,no,unknown,3,19,jun,1,-1,0,unknown,no
64800832,Hastings,UK,28,management,married,tertiary,no,12.4,no,no,cellular,2,4,aug,1,-1,0,unknown,yes
69919308,Darlington,UK,62,housemaid,married,unknown,no,20.21,no,no,telephone,5,26,feb,1,-1,0,unknown,yes
45995843,Warrington,UK,57,blue-collar,married,unknown,no,1.08,no,no,unknown,2,12,jun,1,-1,0,unknown,no
42636326,Preston,UK,37,technician,single,secondary,no,4.66,yes,no,unknown,1,3,jun,2,-1,0,unknown,no
34004969,Maidstone,UK,33,student,single,unknown,no,59.69,no,no,cellular,5,30,apr,1,83,7,failure,no
82544780,Leicester,UK,59,admin.,married,secondary,no,10.89,no,no,telephone,2,3,feb,2,-1,0,unknown,no
38150967,Manchester,UK,25,management,single,tertiary,no,23.99,yes,no,unknown,5,3,jun,2,-1,0,unknown,no
22826772,Warrington,UK,58,management,married,tertiary,no,41.52,yes,no,telephone,3,14,nov,1,-1,0,unknown,yes
53996427,Wolverhampton,UK,53,blue-collar,married,secondary,no,-0.71,yes,no,cellular,3,6,may,3,-1,0,unknown,no
90370343,Kingston upon Hull,UK,46,management,married,primary,no,-2.68,yes,no,unknown,4,27,may,1,-1,0,unknown,no
85571748,Woking,UK,44,management,married,tertiary,no,14.51,yes,no,cellular,4,5,feb,7,80,15,failure,no
47287127,London,UK,58,management,married,primary,no,0.76,yes,no,telephone,2,18,may,4,-1,0,unknown,no
14439905,Leeds,UK,58,retired,married,secondary,no,75.6,no,no,cellular,4,12,aug,2,-1,0,unknown,no
30381340,Portsmouth,UK,26,self-employed,single,secondary,no,12.42,yes,no,cellular,1,5,feb,2,253,2,success,no
71865677,Portsmouth,UK,45,blue-collar,single,secondary,no,1.43,no,no,unknown,4,5,jun,1,-1,0,unknown,no
49788806,Glasgow,UK,39,technician,married,secondary,no,36.63,no,no,cellular,3,11,aug,3,-1,0,unknown,no
92534936,Sutton Coldfield,UK,39,technician,single,secondary,no,23.21,no,yes,unknown,3,16,jun,2,-1,0,unknown,no
21602359,Edinburgh,UK,33,management,single,tertiary,no,2.24,no,no,cellular,2,23,jun,2,107,2,success,yes
77711520,Reading,UK,51,management,divorced,tertiary,no,-2.56,yes,yes,cellular,3,14,may,1,-1,0,unknown,no
46993479,Cheltenham,UK,29,blue-collar,married,secondary,no,0,yes,no,cellular,1,16,jul,4,-1,0,unknown,no
71868408,Rochdale,UK,49,management,married,secondary,no,1.04,yes,no,unknown,4,8,may,1,-1,0,unknown,no
33801459,Southampton,UK,47,self-employed,married,secondary,no,0,no,no,cellular,4,29,aug,6,-1,0,unknown,no
19021742,Liverpool,UK,27,management,single,tertiary,no,1.54,no,yes,cellular,1,9,jul,1,-1,0,unknown,no
22524009,Bradford,UK,40,management,married,tertiary,no,244.5,no,no,cellular,2,25,aug,2,-1,0,unknown,no
74599040,York,UK,36,admin.,married,secondary,no,4.65,yes,no,unknown,3,20,may,1,-1,0,unknown,no
93271828,Belfast,UK,43,management,divorced,secondary,no,13.87,no,no,telephone,5,23,jul,2,-1,0,unknown,no
73216921,Dundee,UK,43,admin.,married,secondary,no,0.71,no,no,unknown,5,7,may,5,-1,0,unknown,no
10998651,Middlesbrough,UK,39,technician,single,secondary,no,0.69,no,no,cellular,5,26,aug,3,-1,0,unknown,no
37026981,Gillingham,UK,34,technician,married,unknown,no,8.63,no,no,cellular,2,21,nov,2,-1,0,unknown,no
74249911,Birmingham,UK,39,blue-collar,married,secondary,no,2.8,yes,no,unknown,4,2,jun,3,-1,0,unknown,no
29009094,London,UK,42,technician,married,tertiary,no,6.44,yes,no,unknown,1,7,may,1,-1,0,unknown,no
48174185,Northampton,UK,50,services,married,primary,no,19.03,no,no,cellular,4,8,aug,2,-1,0,unknown,no
27661315,Wakefield,UK,27,technician,single,secondary,no,2.35,yes,no,cellular,2,12,may,5,-1,0,unknown,no
49541375,Rotherham,UK,31,management,single,tertiary,no,32.95,no,no,cellular,1,2,feb,2,-1,0,unknown,no
76276902,Luton,UK,30,admin.,married,secondary,no,26.78,yes,no,cellular,5,18,may,5,-1,0,unknown,no
24168546,Gateshead,UK,36,management,single,tertiary,no,5.48,yes,yes,unknown,5,30,may,3,-1,0,unknown,no
72011928,Crawley,UK,50,housemaid,married,secondary,no,30.16,yes,no,telephone,1,13,may,5,-1,0,unknown,no
48947605,Chesterfield,UK,36,blue-collar,married,primary,no,81.35,yes,no,unknown,4,20,may,1,-1,0,unknown,no
44504052,London,UK,39,services,married,secondary,no,-5.4,no,no,unknown,1,6,jun,1,-1,0,unknown,no
37059695,Bath,UK,32,student,single,unknown,no,23.13,yes,no,unknown,5,9,jun,26,-1,0,unknown,no
45101402,Birmingham,UK,38,technician,married,secondary,no,0,yes,yes,cellular,3,15,jul,4,-1,0,unknown,no
43041311,Portsmouth,UK,35,services,single,secondary,no,7.19,yes,no,cellular,3,18,may,3,368,3,failure,yes
77227476,Southport,UK,45,technician,married,secondary,no,32.41,no,no,cellular,1,12,aug,2,-1,0,unknown,no
99085772,Sale,UK,26,blue-collar,married,secondary,no,17.02,yes,yes,cellular,4,18,may,1,-1,0,unknown,no
37192468,Luton,UK,27,technician,single,secondary,no,16.01,no,no,cellular,5,4,feb,2,-1,0,unknown,no
68275539,Edinburgh,UK,51,blue-collar,married,secondary,no,33.7,yes,no,cellular,4,11,may,1,-1,0,unknown,no
14639826,Sheffield,UK,38,blue-collar,married,secondary,no,47.71,yes,no,cellular,3,17,apr,1,-1,0,unknown,no
23391655,Sale,UK,60,retired,divorced,secondary,no,10.99,no,no,cellular,3,11,jul,2,-1,0,unknown,yes
81346645,Solihull,UK,42,technician,divorced,secondary,no,18.58,no,no,cellular,4,21,jul,1,-1,0,unknown,no
86124619,Sutton Coldfield,UK,73,retired,married,secondary,no,28.5,no,no,cellular,3,8,oct,1,144,7,failure,no
15279202,Cardiff,UK,48,management,married,tertiary,no,18.08,yes,no,cellular,1,26,feb,1,-1,0,unknown,yes
62163675,Grimsby,UK,29,blue-collar,single,primary,no,-6.8,yes,no,unknown,4,9,may,2,-1,0,unknown,no
36209043,Bolton,UK,39,management,divorced,tertiary,no,13.87,yes,no,cellular,2,14,aug,2,-1,0,unknown,no
11411769,Worcester,UK,47,admin.,divorced,primary,no,10.95,yes,no,cellular,3,18,nov,1,110,2,other,no
15602418,Raleigh,UK,40,blue-collar,married,secondary,no,3.27,yes,no,unknown,3,29,may,1,-1,0,unknown,no
61124005,Telford,UK,42,services,divorced,secondary,no,0,yes,yes,cellular,2,23,jul,1,-1,0,unknown,no
96819671,Manchester,UK,59,management,married,tertiary,no,18.81,no,no,cellular,5,19,nov,2,-1,0,unknown,no
47348981,Birmingham,UK,57,technician,single,secondary,no,34.99,yes,no,cellular,4,20,nov,4,175,3,failure,no
88582242,Edinburgh,UK,32,blue-collar,married,secondary,no,4.91,yes,no,cellular,1,18,nov,3,194,2,failure,no
12738591,Ipswich,UK,38,blue-collar,married,primary,no,2.46,no,no,unknown,1,17,jun,2,-1,0,unknown,no
75661293,Lincoln,UK,44,entrepreneur,married,secondary,no,0,no,no,unknown,4,14,may,2,-1,0,unknown,no
57421528,Basingstoke,UK,37,technician,married,secondary,yes,-0.03,no,no,cellular,2,29,aug,4,-1,0,unknown,no
40757174,Oxford,UK,22,student,single,primary,no,34.72,no,no,cellular,1,20,oct,1,183,3,failure,yes
94457838,Brighton,UK,36,management,married,unknown,no,15.97,yes,no,cellular,1,21,nov,1,-1,0,unknown,no
36293514,Birmingham,UK,35,services,single,secondary,no,0.25,yes,no,cellular,3,10,jul,1,-1,0,unknown,no
12852524,London,UK,33,blue-collar,married,primary,no,-1.32,yes,yes,cellular,4,18,may,6,-1,0,unknown,no
32328168,Birmingham,UK,22,student,single,primary,no,4.23,no,no,cellular,3,16,jul,1,179,10,success,yes
60252757,Swansea,UK,41,management,married,tertiary,no,1.4,yes,no,unknown,3,5,jun,3,-1,0,unknown,no
97817199,Milton Keynes,UK,53,blue-collar,married,unknown,no,1.11,no,no,unknown,4,20,jun,3,-1,0,unknown,no
25934656,Glasgow,UK,59,housemaid,married,primary,no,4.18,no,no,cellular,5,29,aug,4,-1,0,unknown,no
94361783,County Down,UK,35,management,married,tertiary,no,0,yes,no,cellular,5,5,aug,2,-1,0,unknown,no
78845519,Maidstone,UK,26,student,single,secondary,no,16.08,no,no,cellular,4,10,aug,2,102,2,success,no
34631122,St Albans,UK,40,admin.,married,secondary,no,26.21,no,yes,cellular,3,9,jul,4,-1,0,unknown,no
69465450,Hastings,UK,58,admin.,married,secondary,no,14.64,yes,yes,unknown,3,5,jun,29,-1,0,unknown,no
20123784,Rotherham,UK,57,management,married,tertiary,no,8.13,no,no,cellular,5,27,apr,3,-1,0,unknown,no
40069357,Dundee,UK,48,blue-collar,divorced,primary,no,-1.1,yes,no,cellular,2,12,may,1,-1,0,unknown,no
93879742,Bristol,UK,49,technician,divorced,secondary,no,16.69,yes,no,unknown,2,20,jun,3,-1,0,unknown,no
98049815,Salford,UK,37,blue-collar,married,unknown,no,9.69,yes,no,cellular,5,14,may,2,-1,0,unknown,no
13887755,Solihull,UK,54,blue-collar,single,unknown,no,66.22,no,no,unknown,3,17,jun,1,-1,0,unknown,no
31851482,London,UK,40,blue-collar,single,secondary,no,8.79,yes,yes,unknown,4,8,may,3,-1,0,unknown,no
24816440,Weston-super-Mare,UK,31,management,married,secondary,no,86.29,yes,no,unknown,4,21,may,2,-1,0,unknown,no
15820657,Manchester,UK,45,housemaid,divorced,primary,no,5.44,no,no,unknown,3,11,jun,1,-1,0,unknown,no
82259810,Rochdale,UK,47,blue-collar,married,secondary,no,0,yes,no,cellular,5,21,jul,1,-1,0,unknown,no
34320213,Chesterfield,UK,30,technician,single,secondary,no,1.57,yes,no,unknown,2,20,jun,3,-1,0,unknown,no
50671226,Manchester,UK,34,entrepreneur,married,secondary,no,13.68,yes,no,cellular,4,18,nov,2,-1,0,unknown,no
74623339,Birmingham,UK,35,blue-collar,divorced,primary,no,44.01,yes,no,cellular,5,6,may,2,279,4,failure,no
18246668,Milton Keynes,UK,58,housemaid,married,secondary,no,1.96,no,yes,cellular,4,27,may,3,-1,0,unknown,no
72896549,Lincoln,UK,55,management,married,secondary,no,0.51,no,no,cellular,1,8,jul,1,-1,0,unknown,no
47342760,Liverpool,UK,29,blue-collar,married,secondary,no,78.63,yes,no,cellular,3,14,may,1,-1,0,unknown,yes
93586391,Cambridge,UK,31,blue-collar,divorced,secondary,no,11.25,no,yes,unknown,3,15,may,1,-1,0,unknown,no
92805843,Worcester,UK,39,management,married,tertiary,no,1.84,no,no,cellular,3,15,oct,1,168,5,unknown,no
55904897,Birmingham,UK,25,blue-collar,single,secondary,no,-2.47,yes,no,cellular,3,23,jul,1,-1,0,unknown,yes
21979617,Basildon,UK,49,blue-collar,divorced,primary,no,12.8,no,yes,cellular,3,12,aug,2,-1,0,unknown,no
23184936,Grimsby,UK,31,admin.,single,secondary,no,1.19,no,no,cellular,1,7,jul,1,-1,0,unknown,no
28565834,London,UK,31,blue-collar,single,secondary,no,2.97,yes,no,cellular,5,20,nov,2,-1,0,unknown,no
58960471,Southend-on-Sea,UK,37,self-employed,married,secondary,no,15.23,no,yes,cellular,2,7,jul,2,-1,0,unknown,no
60640223,Solihull,UK,47,housemaid,married,primary,no,0,no,yes,telephone,2,23,jul,4,-1,0,unknown,no
79825323,Wigan,UK,51,admin.,divorced,secondary,no,0.21,no,no,cellular,2,23,jul,17,-1,0,unknown,no
73831809,Eastbourne,UK,26,student,single,tertiary,no,131.07,yes,no,cellular,3,27,may,2,-1,0,unknown,no
70015012,London,UK,38,technician,single,secondary,no,0.42,yes,no,unknown,3,7,may,2,-1,0,unknown,no
72165178,London,UK,54,blue-collar,married,primary,no,5.32,no,no,telephone,1,31,jul,2,-1,0,unknown,no
96090881,St Helens,UK,35,blue-collar,married,secondary,no,64.11,yes,yes,cellular,1,30,jan,1,266,2,failure,no
67223133,London,UK,31,management,single,tertiary,no,9.24,no,no,cellular,5,27,feb,1,-1,0,unknown,yes
71956311,Ipswich,UK,26,technician,single,tertiary,no,12.74,no,no,telephone,1,29,jan,2,-1,0,unknown,no
43334873,London,UK,41,management,single,tertiary,no,45.22,no,no,cellular,2,28,aug,1,-1,0,unknown,no
10957809,London,UK,64,technician,married,tertiary,no,8.26,no,no,telephone,3,22,apr,1,-1,0,unknown,no
49699736,Watford,UK,59,retired,married,secondary,no,19.8,no,no,cellular,1,11,aug,2,-1,0,unknown,no
78894199,Aberdeen,UK,28,admin.,married,secondary,no,0.84,yes,yes,cellular,2,14,may,1,-1,0,unknown,no
16487133,Wolverhampton,UK,29,services,single,secondary,no,1.02,no,no,cellular,4,11,jan,1,210,4,failure,no
18490071,Manchester,UK,45,technician,married,secondary,no,36.01,yes,no,unknown,4,30,may,2,-1,0,unknown,no
45026668,London,UK,47,technician,divorced,secondary,no,18.51,yes,no,unknown,5,19,may,2,-1,0,unknown,no
11792355,Wolverhampton,UK,33,technician,married,secondary,no,50.83,no,no,cellular,5,12,apr,1,-1,0,unknown,no
53086844,Manchester,UK,45,housemaid,married,primary,no,4.03,no,no,cellular,3,2,apr,1,-1,0,unknown,no
86934825,Glasgow,UK,43,technician,married,tertiary,no,7.43,yes,no,unknown,2,7,may,2,-1,0,unknown,no
63748385,Nuneaton,UK,45,management,divorced,tertiary,no,-0.96,no,yes,cellular,5,20,aug,2,-1,0,unknown,no
49892014,Southport,UK,30,admin.,married,secondary,no,4.01,no,no,cellular,2,19,nov,1,-1,0,unknown,no
16740803,Solihull,UK,38,blue-collar,single,tertiary,no,2.63,yes,no,cellular,1,14,jul,6,-1,0,unknown,no
91767845,Birmingham,UK,55,technician,married,secondary,no,0,yes,no,unknown,2,16,may,3,-1,0,unknown,no
31890515,Birmingham,UK,59,retired,married,primary,no,44.5,no,no,cellular,5,28,aug,3,-1,0,unknown,no
91969740,Wolverhampton,UK,39,blue-collar,married,secondary,no,1.25,yes,no,unknown,4,8,may,1,-1,0,unknown,no
70980666,Maidstone,UK,41,technician,single,unknown,no,4.54,yes,no,unknown,5,4,jun,2,-1,0,unknown,no
25243487,Sheffield,UK,49,blue-collar,married,secondary,no,85.45,yes,yes,cellular,1,20,nov,1,-1,0,unknown,no
87848041,Raleigh,UK,32,technician,single,tertiary,no,5.48,no,no,cellular,1,18,aug,7,-1,0,unknown,no
53041682,Luton,UK,36,blue-collar,married,secondary,no,0.79,yes,no,unknown,2,28,may,2,-1,0,unknown,no
44498172,Manchester,UK,58,management,married,tertiary,no,27.29,no,no,unknown,3,18,jun,1,-1,0,unknown,no
15371455,Bristol,UK,46,unemployed,divorced,secondary,no,0.41,yes,no,unknown,5,12,may,4,-1,0,unknown,no
11549007,London,UK,42,admin.,single,secondary,no,6.84,no,no,cellular,1,4,jun,1,-1,0,unknown,yes
66933061,Liverpool,UK,51,technician,married,secondary,no,14.9,yes,no,cellular,1,18,jul,2,-1,0,unknown,no
21475835,Coventry,UK,55,management,divorced,primary,no,36.29,yes,no,unknown,3,30,may,1,-1,0,unknown,no
47901224,St Albans,UK,30,technician,married,secondary,no,7.76,no,no,cellular,1,30,apr,2,-1,0,unknown,yes
40845859,Gloucester,UK,36,blue-collar,single,unknown,no,20.54,no,no,unknown,1,9,jun,1,-1,0,unknown,no
43474385,Gillingham,UK,51,admin.,married,secondary,no,0,no,no,cellular,4,21,jul,1,-1,0,unknown,no
64466166,Slough,UK,53,management,divorced,tertiary,no,0.5,yes,no,cellular,2,15,may,1,337,3,failure,yes
21006135,Salford,UK,31,services,single,secondary,no,10.15,no,no,cellular,4,29,jan,1,-1,0,unknown,no
93247014,Newport,UK,39,blue-collar,married,unknown,no,0,no,no,cellular,3,2,feb,1,193,3,failure,no
51271403,Blackburn,UK,42,blue-collar,married,secondary,no,1.3,no,no,unknown,2,2,jun,3,-1,0,unknown,no
86965176,Salford,UK,55,technician,married,secondary,no,0.55,no,yes,cellular,4,28,aug,17,-1,0,unknown,no
90112456,Reading,UK,41,management,married,secondary,no,0,no,no,cellular,3,31,jul,2,-1,0,unknown,no
32335836,Swindon,UK,31,blue-collar,single,primary,no,4.85,no,yes,cellular,5,8,jul,2,-1,0,unknown,no
10011738,Chester,UK,50,technician,divorced,secondary,no,3.76,no,no,cellular,4,27,aug,3,-1,0,unknown,no
76744107,Nottingham,UK,57,blue-collar,married,primary,no,120.48,yes,no,cellular,1,15,apr,2,-1,0,unknown,no
10098336,Gillingham,UK,47,technician,married,secondary,no,5.03,yes,no,unknown,1,6,may,2,-1,0,unknown,no
13024692,Bradford,UK,72,retired,married,secondary,no,62.53,no,no,telephone,3,7,sep,1,-1,0,unknown,no
88876614,Kingston upon Hull,UK,59,housemaid,married,primary,no,0.88,yes,no,cellular,5,28,jul,5,-1,0,unknown,no
48558608,Portsmouth,UK,31,management,married,tertiary,no,0.07,yes,no,unknown,3,23,may,1,-1,0,unknown,no
18208964,Peterborough,UK,37,blue-collar,married,secondary,no,0.56,yes,no,cellular,5,20,apr,2,285,1,failure,no
75642946,London,UK,35,services,married,secondary,no,5.01,yes,yes,cellular,3,10,jul,8,-1,0,unknown,no
85009022,Luton,UK,55,blue-collar,married,primary,no,6.8,yes,no,unknown,5,14,may,1,-1,0,unknown,no
85469640,Glasgow,UK,37,services,single,secondary,no,-1.96,yes,no,unknown,3,7,may,1,-1,0,unknown,no
48190346,Coventry,UK,53,self-employed,married,tertiary,no,11.28,no,no,unknown,4,11,jun,1,-1,0,unknown,no
73798717,Northampton,UK,54,management,married,tertiary,no,28.47,yes,no,unknown,4,20,may,10,-1,0,unknown,no
24435903,Darlington,UK,87,retired,married,primary,no,2.3,no,no,cellular,1,30,oct,1,-1,0,unknown,yes
50207759,Lincoln,UK,41,admin.,married,secondary,no,6.83,no,yes,cellular,5,20,nov,1,-1,0,unknown,no
77249195,London,UK,54,housemaid,married,unknown,no,9.09,no,no,cellular,3,20,aug,3,-1,0,unknown,no
57973561,Leeds,UK,38,management,married,tertiary,no,0,no,no,cellular,2,5,feb,2,-1,0,unknown,no
87473438,Manchester,UK,30,technician,married,secondary,no,2.74,yes,yes,cellular,4,11,aug,2,-1,0,unknown,no
43477947,Maidstone,UK,47,services,married,secondary,no,0.51,yes,yes,unknown,2,16,may,1,-1,0,unknown,no
72167116,London,UK,29,admin.,single,tertiary,no,0.89,yes,no,cellular,4,22,jul,1,-1,0,unknown,no
86782534,Barnsley,UK,32,management,married,tertiary,no,19,no,no,cellular,4,25,aug,16,-1,0,unknown,no
87936621,Swansea,UK,44,blue-collar,married,primary,no,3.18,no,no,telephone,5,22,jul,2,-1,0,unknown,no
32912193,Grimsby,UK,31,admin.,married,secondary,no,87.84,yes,no,unknown,2,21,may,2,-1,0,unknown,no
94463864,Swindon,UK,45,services,married,secondary,no,40.05,yes,no,cellular,1,17,nov,1,-1,0,unknown,no
51857544,Grimsby,UK,51,management,married,tertiary,no,26.35,no,no,cellular,1,1,sep,1,98,2,failure,yes
68672951,St Albans,UK,50,blue-collar,married,primary,no,0,no,no,unknown,5,9,jun,4,-1,0,unknown,no
94349083,Nottingham,UK,35,blue-collar,married,primary,no,0.22,yes,no,cellular,3,15,may,2,302,2,other,yes
40243168,Huddersfield,UK,41,admin.,married,secondary,no,-0.62,yes,yes,unknown,3,5,may,2,-1,0,unknown,no
94536371,Birmingham,UK,41,blue-collar,married,secondary,no,-2.17,yes,no,cellular,3,11,may,1,349,3,other,no
69466956,Slough,UK,38,services,married,secondary,no,30.39,yes,yes,cellular,2,11,may,2,-1,0,unknown,no
35479673,Liverpool,UK,47,blue-collar,married,secondary,no,10.96,yes,yes,cellular,5,6,feb,2,-1,0,unknown,no
45157706,Huddersfield,UK,35,management,single,tertiary,no,1.81,yes,no,cellular,3,8,aug,4,-1,0,unknown,no
90902962,Blackburn,UK,35,technician,single,secondary,no,57.31,yes,no,cellular,4,4,may,2,167,4,other,no
46999608,Liverpool,UK,31,blue-collar,single,secondary,no,-3.22,no,yes,unknown,5,4,jul,1,-1,0,unknown,no
72089155,Birmingham,UK,43,admin.,married,secondary,no,3.23,yes,yes,cellular,3,12,may,3,369,2,failure,no
40317065,London,UK,40,blue-collar,divorced,secondary,no,-2.44,yes,no,cellular,4,12,may,3,-1,0,unknown,no
38704916,Plymouth,UK,56,blue-collar,married,unknown,no,0.22,yes,no,unknown,3,16,may,7,-1,0,unknown,no
86470459,London,UK,46,services,married,secondary,no,2.16,yes,no,unknown,4,6,may,2,-1,0,unknown,no
67044179,St Helens,UK,70,retired,married,secondary,no,23.84,no,no,cellular,3,30,oct,2,-1,0,unknown,yes
22349965,Wolverhampton,UK,41,unemployed,married,secondary,no,0,no,no,cellular,3,5,feb,2,-1,0,unknown,no
68143125,Peterborough,UK,47,management,single,tertiary,no,44.02,no,no,telephone,5,10,dec,1,190,1,other,yes
28606748,Chesterfield,UK,46,technician,married,secondary,no,15.96,yes,no,cellular,2,26,aug,7,-1,0,unknown,no
77890952,Coventry,UK,49,technician,divorced,secondary,no,26.77,yes,yes,cellular,3,31,jul,3,-1,0,unknown,no
98762655,Basingstoke,UK,27,student,single,secondary,no,19.25,no,no,cellular,5,22,may,1,-1,0,unknown,no
92756964,Liverpool,UK,57,admin.,married,secondary,no,21.2,no,no,cellular,4,19,aug,4,-1,0,unknown,yes
39686475,Basingstoke,UK,46,self-employed,married,unknown,no,-2.57,no,no,cellular,2,21,nov,1,189,2,failure,no
88602828,Aberdeen,UK,40,entrepreneur,married,tertiary,no,23.1,yes,yes,cellular,5,8,apr,1,294,1,failure,no
51248540,Peterborough,UK,34,technician,married,secondary,no,2.94,yes,no,cellular,1,9,dec,1,184,3,success,yes
51022604,London,UK,42,services,divorced,secondary,no,4.44,no,no,cellular,4,21,nov,1,-1,0,unknown,no
64857628,Halifax,UK,30,blue-collar,single,secondary,no,1.8,no,no,cellular,4,14,jul,1,183,2,failure,no
99328547,Slough,UK,32,technician,single,secondary,no,11.79,no,no,telephone,2,29,aug,2,-1,0,unknown,no
94674568,Crawley,UK,41,management,divorced,tertiary,no,15.76,yes,no,unknown,3,13,may,2,-1,0,unknown,no
